ip,type,is_cidr,sources,source_count,category,confidence,first_seen,last_seen
14.103.111.0,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.111.110,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.111.127,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.111.13,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.111.135,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.111.16,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.111.162,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.111.167,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.111.171,ipv4,False,AbuseIPDB|GreenSnow|RTBH (Turkiye)|Stamparm IPsum,4,crowd-sourced,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.0,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.1,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.105,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.106,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.110,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.112,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye)|Stamparm IPsum,5,attacker,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.122,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.14,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.179,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.35,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.42,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.5,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.112.56,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.113.212,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.113.42,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.113.53,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.0,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.172,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.194,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.195,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.196,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.199,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.20,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.218,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.22,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.221,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.231,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.234,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.244,ipv4,False,AbuseIPDB|GreenSnow|RTBH (Turkiye)|Stamparm IPsum,4,crowd-sourced,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.55,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye)|Stamparm IPsum,5,attacker,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.63,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye)|SGB (Turkiye),5,attacker,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.89,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.114.90,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.0,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.117,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.123,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.141,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.143,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.156,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.162,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.181,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.182,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.210,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.225,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.25,ipv4,False,Blocklist.de (all)|Blocklist.de (ssh)|RTBH (Turkiye)|Stamparm IPsum,4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.5,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.54,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.115.80,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.116.173,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.116.192,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.116.87,ipv4,False,AbuseIPDB|RTBH (Turkiye)|Stamparm IPsum,3,crowd-sourced,60,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.0,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.105,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.141,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.142,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.173,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.73,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.75,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.77,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.81,ipv4,False,Blocklist.de (all)|Blocklist.de (ssh)|RTBH (Turkiye)|Stamparm IPsum,4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.84,ipv4,False,AbuseIPDB|Blocklist.de (all)|Blocklist.de (ssh)|RTBH (Turkiye)|Stamparm IPsum,5,crowd-sourced,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.85,ipv4,False,Blocklist.de (all)|Blocklist.de (ssh)|Stamparm IPsum,3,attacker,60,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.86,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.88,ipv4,False,Blocklist.de (all)|Blocklist.de (ssh)|RTBH (Turkiye)|Stamparm IPsum,4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.91,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.117.97,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye)|SGB (Turkiye)|Stamparm IPsum,6,attacker,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.0,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.106,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye)|Stamparm IPsum,5,attacker,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.107,ipv4,False,AbuseIPDB|Stamparm IPsum,2,crowd-sourced,40,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.113,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.114,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.120,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.121,ipv4,False,Blocklist.de (all)|Blocklist.de (ssh)|GreenSnow|RTBH (Turkiye)|Stamparm IPsum,5,attacker,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.136,ipv4,False,AbuseIPDB|RTBH (Turkiye)|Stamparm IPsum,3,crowd-sourced,60,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.140,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.145,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.150,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.153,ipv4,False,AbuseIPDB|RTBH (Turkiye)|Stamparm IPsum,3,crowd-sourced,60,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.167,ipv4,False,AbuseIPDB|Blocklist.de (all)|Blocklist.de (ssh)|RTBH (Turkiye)|Stamparm IPsum,5,crowd-sourced,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.177,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.186,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.189,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.197,ipv4,False,RTBH (Turkiye)|Stamparm IPsum,2,government-feed,40,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.198,ipv4,False,AbuseIPDB|Blocklist.de (all)|Blocklist.de (ssh)|RTBH (Turkiye)|Stamparm IPsum,5,crowd-sourced,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.226,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.61,ipv4,False,AbuseIPDB|Blocklist.de (all)|Blocklist.de (ssh)|RTBH (Turkiye)|Stamparm IPsum,5,crowd-sourced,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.73,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.118.74,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.119.118,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.120.0,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.120.124,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.120.129,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.120.130,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.120.132,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.120.147,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.120.152,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye)|Stamparm IPsum,5,attacker,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.120.75,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.121.146,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.121.78,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.122.180,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.122.187,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.122.215,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.122.90,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.123.0,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.123.16,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.123.166,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.123.169,ipv4,False,AbuseIPDB|Blocklist.de (all)|Blocklist.de (ssh)|RTBH (Turkiye)|Stamparm IPsum,5,crowd-sourced,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.123.19,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye)|Stamparm IPsum,5,attacker,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.123.6,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.123.67,ipv4,False,Blocklist.de (all)|Blocklist.de (ssh)|RTBH (Turkiye)|Stamparm IPsum,4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.123.75,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.123.80,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.123.87,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.124.188,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.126.104,ipv4,False,AbuseIPDB|Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|GreenSnow|RTBH (Turkiye)|Stamparm IPsum,7,crowd-sourced,100,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.126.73,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.0,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.198,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.2,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.204,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.23,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.231,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.232,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.234,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.235,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.242,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.243,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin),3,attacker,60,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.30,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.66,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.7,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.71,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.82,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.127.97,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.133.223,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.140.39,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.142.184,ipv4,False,RTBH (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.145.202,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.145.211,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.145.212,ipv4,False,SGB (Turkiye),1,government-feed,20,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.145.231,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
14.103.147.55,ipv4,False,Blocklist.de (all)|Blocklist.de (apache)|Blocklist.de (bruteforcelogin)|RTBH (Turkiye),4,attacker,80,2026-08-15T03:04:52.941131+00:00,2026-08-15T03:04:52.941131+00:00
